4999 13.406 1 14.286
4949 11.8097 1 15.5286
4899 11.6752 1 15.3536
4849 12.2718 1 15.4605
4799 11.6358 1 15.3494
4749 11.7621 1 15.3449
4699 12.1239 1 14.8349
4649 11.9389 1 14.9149
4599 11.586 1 14.9802
4549 11.0892 1 15.2704
4499 11.756 1 14.6459
4449 11.9045 1 15.325
4399 11.6893 1 14.9559
4349 11.5888 1 15.4535
4299 11.3668 1 14.9486
4249 11.86 1 14.8164
4199 11.8952 1 15.3491
4149 11.6603 1 14.86
4099 11.4606 1 14.4707
4049 11.5116 1 15.5128
3999 11.7844 1 14.6832
3949 11.8486 1 14.9916
3899 11.9224 1 15.1174
3849 11.6471 1 15.3357
3799 11.0524 1 14.3217
3749 11.2029 1 15.3502
3699 11.0131 1 15.3754
3649 11.3118 1 14.877
3599 11.1611 1 15.5678
3549 11.1418 1 15.2319
3499 11.2826 1 14.7972
3449 11.0454 1 15.6263
3399 11.1018 1 14.6256
3349 10.7893 1 14.3065
3299 10.614 1 14.4598
3249 10.5182 1 14.4595
3199 10.5939 1 14.5032
3149 10.9774 1 14.207
3099 10.5652 1 14.4853
3049 11.0663 1 14.324
2999 10.6081 1 14.1678
2949 10.577 1 14.2715
2899 10.8232 1 14.4892
2849 10.5158 1 14.8722
2799 11.168 1 14.4936
2749 10.8976 1 14.2269
2699 10.5374 1 14.2795
2649 10.2495 1 13.6796
2599 10.4856 1 14.2228
2549 10.4672 1 13.9646
2499 10.2305 1 14.3155
2449 10.5565 1 14.2305
2399 10.3401 1 13.8496
2349 10.3915 1 14.0522
2299 9.64656 1 13.0572
2249 10.6083 1 13.8581
2199 10.3289 1 13.5064
2149 10.1897 1 13.6023
2099 9.97712 1 13.4235
2049 10.273 1 14.0309
1999 9.92328 1 13.0064
1949 10.1896 1 14.0747
1899 10.0426 1 13.0096
1849 10.0244 1 13.3396
1799 9.9116 1 13.8416
1749 9.69228 1 13.357
1699 9.58884 1 13.004
1649 9.47516 1 13.2494
1599 9.81872 1 12.5397
1549 9.24244 1 13.4574
1499 9.77736 1 13.091
1449 8.9982 1 12.1283
1399 9.62836 1 12.6218
1349 9.42096 1 12.7158
1299 9.24576 1 12.8648
1249 9.05372 1 12.5189
1199 9.46976 1 12.8476
1149 9.08444 1 12.4818
1099 8.76076 1 12.3823
1049 8.80828 1 12.1314
999 8.90816 1 12.478
949 8.9138 1 11.9979
899 8.95252 1 12.3209
849 8.83984 1 12.1169
799 8.80056 1 12.2239
749 8.44076 1 11.1793
699 8.3574 1 11.4686
649 8.19896 1 11.31
599 8.23848 1 11.216
549 8.2206 1 11
499 7.6408 1 10.4349
449 7.80364 1 10.2646
399 7.73452 1 10.3047
349 7.4292 1 10.3258
299 7.09428 1 9.80188
249 7.3148 1 9.62992
199 6.5766 1 9.41792
149 6.50728 1 8.43216
99 6.1084 1 8.10768
49 5.0664 1 6.76944
